OBJECTID,NUEVOS_CASOS,TOTAL_CASOS,TOTAL_MUERTES,TOTAL_RECUPERADOS,FECHA_ACTUALIZACION,GlobalID,NUEVOS_MUERTOS,NUEVO_RECUPERADOS
784,8769,1007711,30000,907379,2020/10/24 05:00:00+00,3c94d21d-eb51-40e6-8723-f71783904547,198,5727
785,8174,1015885,30154,915451,2020/10/25 05:00:00+00,6e1bc0e6-7f95-4ce1-bcbf-f25e4179623a,154,8072
786,9167,1025052,30348,924044,2020/10/26 05:00:00+00,605d6082-2e8c-47c3-96b0-2016e89641a3,194,8593
787,8166,1033218,30565,932882,2020/10/27 05:00:00+00,51932b12-7ad1-4b2c-b04a-9b03ed0bd599,217,8838
788,8717,1041935,30753,941874,2020/10/28 05:00:00+00,a492ca45-1b2f-4001-89fe-0fd641db3fd6,188,8992
789,11187,1053122,30926,950348,2020/10/29 05:00:00+00,47b3b6c8-473a-4486-aac8-d69ff56dd695,173,8474
790,10029,1063151,31135,959433,2020/10/30 05:00:00+00,061f00c5-b1a8-48a2-9a68-d84095995523,209,9085
791,11033,1074184,31314,969230,2020/10/31 05:00:00+00,db80ef8e-7edc-47c4-aff6-055627c1e39f,179,9797
792,9137,1083321,31515,977804,2020/11/01 05:00:00+00,4504e97e-8332-49f6-99b8-75de99e6413e,201,8574
793,9935,1093256,31670,985796,2020/11/02 05:00:00+00,96e3f52f-741a-45be-9579-25f907e3ce74,155,7992
794,6136,1099392,31847,993877,2020/11/03 05:00:00+00,a72cf6c5-060d-4856-8aeb-abdc75952a88,177,8081
795,8692,1108084,32013,1002202,2020/11/04 05:00:00+00,ad42910a-016c-4dd3-81f4-dee571080897,166,8325
796,9893,1117977,32209,1011166,2020/11/05 05:00:00+00,e8dce5a9-1efa-40d1-a8e6-5bd150320947,196,8964
797,9756,1127733,32405,1020263,2020/11/06 05:00:00+00,ccb88a50-b579-406e-9d1d-f3ad51c954e2,196,9097
798,8714,1136447,32595,1029082,2020/11/07 05:00:00+00,614fc369-4f89-4bf4-9579-a4e8753e5312,190,8819
799,7440,1143887,32791,1038082,2020/11/08 05:00:00+00,bcc3bc18-9897-4cd8-b3db-e4c38e94aea3,196,9000
800,5176,1149063,32974,1047017,2020/11/09 05:00:00+00,c23285c2-a10c-496f-94ac-2fd0c9ef962b,183,8935
801,7612,1156675,33148,1059237,2020/11/10 05:00:00+00,34976433-ebc2-40a8-a0ce-ab3fefe50b8f,174,12220
802,8651,1165326,33312,1070423,2020/11/11 05:00:00+00,05a7e7c4-2a97-4aa0-b555-0eca35eeb615,164,11186
803,8686,1174012,33491,1081691,2020/11/12 05:00:00+00,7ff827b2-b511-4e5e-8f23-7387de8304e0,179,11268
804,8685,1182697,33669,1089340,2020/11/13 05:00:00+00,b1cf091c-7d01-4217-b743-a324a3d00200,178,7649
805,8307,1191004,33829,1097576,2020/11/14 05:00:00+00,0a7a45fb-4da6-4d83-8613-8fea60216217,160,8236
806,7742,1198746,34031,1104956,2020/11/15 05:00:00+00,836288fc-fbfe-4763-ba27-5157565cf4f5,202,7380
807,6471,1205217,34223,1111867,2020/11/16 05:00:00+00,deff91ad-75fd-475c-adda-089ac49738a5,192,6911
808,5911,1211128,34381,1118902,2020/11/17 05:00:00+00,edab44c9-db86-4503-8920-2ef3f6515adb,158,7035
809,6875,1218003,34563,1125184,2020/11/18 05:00:00+00,9c6ebaf1-71f1-4bfe-9a79-68b706e170af,182,6282
810,7487,1225490,34761,1132393,2020/11/19 05:00:00+00,e961c943-45bc-4c77-99bb-97108a747abb,198,7209
811,7954,1233444,34929,1138581,2020/11/20 05:00:00+00,bf977ed2-32aa-413a-a021-2ea1ed45e32e,168,6188
812,7049,1240493,35104,1144923,2020/11/21 05:00:00+00,88501b08-1633-4303-a320-f88dff15ece3,175,6342
813,7924,1248417,35287,1150932,2020/11/22 05:00:00+00,0045a719-ea95-4fa0-b2ee-ce68ef00ba15,183,6009
814,6562,1254979,35479,1158897,2020/11/23 05:00:00+00,b404ef49-6479-4e37-ae78-da6f3f39c5d2,192,7965
815,7515,1262494,35677,1167857,2020/11/24 05:00:00+00,41de1034-f91e-4093-8700-6c6255c7c406,198,8960
816,8497,1270991,35860,1174959,2020/11/25 05:00:00+00,b5a24303-e54a-458b-a0f8-7a81265a6214,183,7102
817,9496,1280487,36019,1181753,2020/11/26 05:00:00+00,0321deb0-54f8-45c7-99e7-e80ea8643219,159,6794
